subj_idx,trial,run,rt,response,cond,img_lvl_at_response,amygdala,anterior_temporal,fusiform_gyrus,inferior_occipital,insula,intraparietal_sulcus,superior_temporal,response_emo,caudate,resp_grp
9002,1,1,1.0847097094719,0,easy,6,-1.03515422344208,-0.67378830909729,-3.00344228744507,3.01274919509888,-2.75593781471252,2.47013545036316,-0.682064652442932,sad,0.129583772491921,ER
9002,2,1,0.883840835408462,1,easy,8,0.980195105075836,6.67782163619995,1.90895903110504,1.84049892425537,1.9608279466629,1.98368656635284,1.27846527099609,happy,5.94708384884085,ER
9002,3,1,0.98385828283147,0,ambig,-3,1.13103020191193,-3.64271640777588,-2.46895503997803,-2.34812307357788,-0.633849740028381,-1.27596604824066,-0.569900453090668,sad,-5.12423885392033,ER
9002,4,1,1.083971900146,1,ambig,6,-1.88616895675659,1.2584080696106,1.99789297580719,2.88506698608398,-0.893116235733032,-1.85981488227844,2.10793352127075,happy,9.67461223339365,ER
9002,5,1,1.38396836504722,0,ambig,1,-0.475490391254425,1.62376499176025,-0.763286828994751,-1.69341492652893,0.186055228114128,-0.796793043613434,2.1105170249939,sad,-2.69512909817825,ER
9002,6,1,1.28394825679717,0,easy,8,6.41909217834473,2.30820989608765,6.95850944519043,4.1707329750061,1.52769374847412,-1.78818321228027,3.15247964859009,sad,9.91141447993862,ER
9002,7,1,0.983808107235888,1,ambig,5,-2.85233497619629,-1.08942914009094,-3.44685983657837,-3.64645600318909,-2.54415798187256,-1.15042114257812,-1.77568876743317,happy,-3.92329893483069,ER
9002,8,1,1.38402956406911,0,easy,3,1.3588330745697,-2.53847360610962,0.893696665763855,2.76244688034058,-1.56130158901215,1.20932388305664,-2.18130469322205,sad,-29.524348363792,ER
9002,9,1,1.18389887944971,0,easy,11,-1.08210110664368,-6.21103143692017,-3.6576509475708,-1.98899161815643,-1.61590945720673,-3.12056612968445,-4.65310478210449,sad,-18.9242842292416,ER
9002,10,1,0.983783779674397,1,easy,5,-0.32203534245491,2.47700190544128,-2.59604620933533,-2.06421422958374,1.18392956256866,2.26308965682983,1.31303060054779,happy,-40.1951426730061,ER
9002,11,1,1.58406978056919,1,ambig,-1,1.96841049194336,-3.80044603347778,-4.14382839202881,-2.65893173217773,1.8786027431488,1.60810101032257,-2.92805957794189,happy,16.1327627497743,ER
9002,12,1,1.38403222489615,1,easy,7,2.91630506515503,4.19334268569946,4.82259654998779,5.61665105819702,1.74852240085602,2.11235976219177,4.44871950149536,happy,9.27113977110582,ER
9002,13,1,1.48406449692695,0,ambig,-2,-0.594167113304138,-2.20598936080933,-0.318925857543945,-7.12226104736328,-0.0256115794181824,-0.655242204666138,-1.79300892353058,sad,19.374870815801,ER
9002,14,1,1.88424680159086,1,ambig,6,1.55158865451813,2.18911361694336,5.09419918060303,-3.75734043121338,3.3102822303772,2.38727426528931,-1.7383143901825,happy,-1.59101342244435,ER
9002,15,1,1.58414428372626,0,ambig,1,0.556381523609161,5.0237455368042,2.95846271514893,2.66011595726013,2.30332207679749,1.91526770591736,1.02204537391663,sad,1.12493624426307,ER
9002,16,1,0.983855241886275,1,ambig,3,1.44719171524048,8.4969367980957,-0.671377897262573,5.53646469116211,2.89833450317383,-0.18846383690834,1.6352231502533,happy,27.5454748923895,ER
9002,17,1,1.08392666608636,1,easy,10,4.85611248016357,2.43695187568665,4.24236583709717,5.13223743438721,0.814264297485352,2.05445551872253,6.14680862426758,happy,-11.9795876951961,ER
9002,18,1,1.58418457624998,0,easy,3,-1.26742231845856,3.66985058784485,-0.913757920265198,-0.917948126792908,-0.965527415275574,1.17686915397644,-3.03206253051758,sad,-8.81760129540782,ER
9002,19,1,0.783769411208397,1,easy,5,-3.73468399047852,-3.48122787475586,1.78091537952423,12.7671098709106,-3.03063917160034,-1.22795343399048,-0.876512408256531,happy,-12.4126986636397,ER
9002,20,1,1.28399311073869,1,ambig,0,1.02525579929352,4.64700698852539,1.66020882129669,7.78489637374878,3.4591052532196,0.961310386657715,6.67463302612305,happy,-13.9321413596347,ER
9002,21,1,1.1839152245301,0,ambig,-1,1.17188227176666,0.0093848705291748,-0.492000818252563,-2.90733098983765,3.77800989151001,3.80947208404541,6.64902400970459,sad,11.1369816963542,ER
9002,22,1,0.983885651338142,0,ambig,-5,-7.74518775939941,-0.724840044975281,-2.1728253364563,-1.54142069816589,-3.5206880569458,1.22037863731384,-8.2973461151123,sad,18.1336447346152,ER
9002,23,1,1.08386926824596,1,easy,6,-3.50052905082703,-4.09303998947144,-1.63511526584625,-3.25374031066895,-0.363585710525513,0.613236904144287,1.26867866516113,happy,18.0116204976781,ER
9002,24,1,1.08385900505596,0,easy,6,3.0334005355835,4.06969594955444,1.38280630111694,-1.98530185222626,2.83583474159241,0.970690011978149,3.57790660858154,sad,-12.1304650546448,ER
9002,25,1,1.18390838240342,0,easy,7,-0.541042625904083,-0.640207529067993,-2.85025501251221,-2.10421633720398,1.30446481704712,-0.857005476951599,-0.371286034584045,sad,18.9781186026113,ER
9002,26,1,1.1839289087834,1,ambig,-1,-0.722678601741791,-3.89851760864258,-2.28706097602844,-5.80463314056396,-2.47031807899475,-2.52744436264038,-4.62538146972656,happy,1.2428328273366,ER
9002,27,1,1.08395707553822,1,easy,6,-2.95489096641541,-0.937221050262451,1.01199102401733,0.346807241439819,-2.6418890953064,-0.800379276275635,-3.63467741012573,happy,9.08531977164229,ER
9002,28,1,1.38402614300577,1,ambig,-1,1.06778824329376,-1.88267350196838,-3.50442361831665,0.176227807998657,4.38832187652588,2.35511040687561,3.34975910186768,happy,-12.1408780531444,ER
9002,29,1,1.38400979792539,0,easy,9,-2.47366285324097,2.40271759033203,0.243022203445435,-1.271803855896,0.653688907623291,-2.76607704162598,3.70481872558594,sad,3.21786869948426,ER
9002,30,1,1.28400299381053,0,easy,8,2.71131324768066,6.79909610748291,4.12809658050537,1.7445946931839,4.90851259231567,-0.551928758621216,-0.538716316223145,sad,-1.71759535975943,ER
9002,31,1,0.883799022412148,1,easy,4,-1.0469583272934,0.0790782570838928,0.367666214704514,-6.68313312530518,-2.04001760482788,-0.987131595611572,-1.73561978340149,happy,3.00632506242437,ER
9002,32,1,1.28397372471312,1,ambig,0,1.92180681228638,-0.984965026378632,3.1543607711792,3.25405240058899,0.448125720024109,1.77127754688263,2.72884178161621,happy,-16.9260645643715,ER
9002,33,1,1.18394601410009,0,easy,9,0.958014607429504,0.121068835258484,1.69123935699463,-4.87959957122803,0.753850817680359,-0.353288769721985,3.63355302810669,sad,-2.98885511127686,ER
9002,34,1,1.68415374866817,1,ambig,-4,-1.6838561296463,-1.41516089439392,0.579013466835022,-2.30531644821167,-2.71478247642517,-0.729174733161926,-1.55155229568481,happy,-23.4236335766709,ER
9002,35,1,1.08392514561376,1,ambig,-2,-2.75322556495667,-2.37263441085815,-3.36281132698059,-6.18002939224243,-3.01362991333008,-4.81771755218506,-2.8409686088562,happy,-6.76583512577973,ER
9002,36,1,0.883808145247713,0,ambig,0,-1.43547987937927,-1.70491766929626,-0.489775538444519,-0.959985494613647,0.446921855211258,0.6406090259552,1.04119908809662,sad,3.93295820412528,ER
9002,37,1,1.38405503198504,0,easy,7,5.78035354614258,6.56962013244629,-0.162717938423157,6.10260581970215,3.83920669555664,-1.38482511043549,5.24018335342407,sad,3.39404840127164,ER
9002,38,1,1.18389811921344,0,ambig,1,-2.45913052558899,-0.201656550168991,0.0542121827602386,-2.45826005935669,2.55453014373779,3.3304181098938,0.39642459154129,sad,9.23249962819822,ER
9002,39,1,1.48408502330693,0,ambig,-2,2.42618989944458,0.388146430253983,-0.588876247406006,1.35853433609009,0.973378777503967,-1.23306083679199,1.57486855983734,sad,11.1186605788896,ER
9002,40,1,1.38406909635654,1,easy,5,0.952584981918335,0.922015488147736,-1.64434897899628,0.410698235034943,-1.61822772026062,-0.507578253746033,-2.51717376708984,happy,-17.8260121095394,ER
9002,1,2,1.48495397339401,0,easy,6,4.66778564453125,2.52183961868286,-1.92062592506409,4.11375522613525,2.33969163894653,-0.630632519721985,4.57240104675293,sad,11.6134611869018,ER
9002,2,2,1.28402656113573,1,ambig,0,-4.05918407440186,-3.72903370857239,2.62636947631836,-6.84198474884033,-0.565823435783386,-0.699238777160645,-3.91298580169678,happy,-0.95256053400654,ER
9002,3,2,0.883794460994366,0,easy,8,-3.96188759803772,-6.02893543243408,-2.87671899795532,-1.12547481060028,-3.06477165222168,2.71745252609253,-3.55720376968384,sad,-20.7969126704291,ER
9002,4,2,1.08388827415337,1,easy,6,-2.32238626480103,-3.86961603164673,-7.09948444366455,-4.22502994537354,-4.83469009399414,-4.74618196487427,-3.94091081619263,happy,4.23033365087839,ER
9002,5,2,0.983833955269972,0,ambig,1,0.875919699668884,-1.86878395080566,-2.44612646102905,3.07959032058716,2.4960036277771,1.27153074741364,-1.56284713745117,sad,-31.1549543233172,ER
9002,6,2,0.983845738932573,1,easy,5,0.989417612552643,2.08210015296936,-0.462997674942017,2.38467931747437,0.15673041343689,1.36285853385925,0.792306303977966,happy,7.03766924172976,ER
9002,7,2,0.983889072401482,1,easy,9,1.03824758529663,-2.47802066802979,-1.7169783115387,7.62899208068848,3.59711718559265,0.360726118087769,3.19574403762817,happy,-16.0958588174212,ER
9002,8,2,1.08390347887931,0,ambig,-6,-6.05451536178589,-0.126554250717163,-3.28603672981262,-12.2984027862549,-5.99235486984253,-5.57836151123047,-3.47138023376465,sad,26.9522004520463,ER
9002,9,2,1.08392590585005,0,easy,10,1.29692327976227,1.39726769924164,-0.328187882900238,2.70887017250061,-0.237678557634354,-0.387506425380707,0.168308734893799,sad,-21.9590391857147,ER
9002,10,2,1.08394301116674,0,easy,10,-1.35022747516632,-7.29947090148926,0.565375566482544,1.87429070472717,-1.16130757331848,-4.54952621459961,-3.77185201644897,sad,11.146147911252,ER
9002,11,2,1.58412337722811,0,easy,9,3.24589943885803,5.73941230773926,1.86672759056091,1.70828008651733,3.6874213218689,2.15292644500732,4.94356632232666,sad,28.7784321273987,ER
9002,12,2,0.983815329480706,1,easy,5,-0.461012125015259,-3.52739143371582,1.44173789024353,-7.51774930953979,0.24315357208252,-1.51901912689209,0.327186822891235,happy,-33.3378552677837,ER
9002,13,2,0.983851440704797,0,easy,5,2.08365321159363,3.08606648445129,-0.170301973819733,-0.192762613296509,-1.37534356117249,-0.95528656244278,-0.862361013889313,sad,19.2688726967295,ER
9002,14,2,1.28399121014795,0,ambig,0,2.79603481292725,6.29767990112305,0.9408318400383,-1.74180269241333,0.179912567138672,3.35678815841675,5.87947845458984,sad,8.57257803220634,ER
